link_video,presenza_violenza,category
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038039/1038039-video-rrtv-1200-guinea_morti_stadio.mp4,1.0,"['Morte, Ferite o Conflitti Militari']"
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038072/1038072-video-rrtv-1200-videoverticaleanzianageorgia.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038102/1038102-video-rrtv-1200-241202_deutschland_vw_streik.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038069/1038069-video-rrtv-1200-2024_12_02t094611z_257845085_owa.mp4,1.0,"['Morte, Ferite o Conflitti Militari', 'Armi e Munizioni']"
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038172/1038172-video-rrtv-1200-0212indiaok.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038301/1038301-video-rrtv-1200-videostarmerverticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038326/1038326-video-rrtv-1200-videoverticalealeppoaeroporto.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/02/1038432/1038432-video-rrtv-1200-videocasabiancaverticale.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038480/1038480-video-rrtv-1200-241203_idlib_ospedale.mp4,1.0,"['Morte, Ferite o Conflitti Militari', 'Incidenti e problemi ambientali']"
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038518/1038518-video-rrtv-1200-processo_turetta_gino_cecchettin.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038543/1038543-video-rrtv-1200-videoverticaleneveusa.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038554/1038554-video-rrtv-1200-242103_georgia_politics_eu_prote.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038608/1038608-video-rrtv-1200-0312strettadimano.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038620/1038620-video-rrtv-1200-videocuocoverticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038625/1038625-video-rrtv-1200-0312schlein.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038686/1038686-video-rrtv-1200-videobidenrischiaverticale.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038700/1038700-video-rrtv-1200-0312furti.mp4,1.0,"['Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani', 'Morte, Ferite o Conflitti Militari']"
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038793/1038793-video-rrtv-1200-ingest02_16_02_27.mp4,1.0,"['Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani']"
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038804/1038804-video-rrtv-1200-corea_del_sud_yoon.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038813/1038813-video-rrtv-1200-videoginoce.mp4,1.0,"['Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani']"
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038852/1038852-video-rrtv-1200-0312corea.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038859/1038859-video-rrtv-1200-flotta_russa.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038915/1038915-video-rrtv-1200-seul_legge_marziale_verticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038919/1038919-video-rrtv-1200-0312202416554274.mp4,1.0,"['Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani']"
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038923/1038923-video-rrtv-1200-0312leadercoreano.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038939/1038939-video-rrtv-1200-flotta_russa_verticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038974/1038974-video-rrtv-1200-0312soldaticorea.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1038981/1038981-video-rrtv-1200-videosoldativerticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/03/1039004/1039004-video-rrtv-1200-0312202419422667.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039115/1039115-video-rrtv-1200-rigopiano.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039112/1039112-video-rrtv-1200-041224_modolo.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039116/1039116-video-rrtv-1200-041224_corea_legge_marziale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039146/1039146-video-rrtv-1200-videonaratonaverticaleok.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039181/1039181-video-rrtv-1200-041224_videocoreaaggiornato.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039223/1039223-video-rrtv-1200-padova.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039243/1039243-video-rrtv-1200-a2ea70e2_b21c_11ef_9b9d_736d736f.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039247/1039247-video-rrtv-1200-041224_modolo_corea.mp4,1.0,"['Morte, Ferite o Conflitti Militari', 'Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani']"
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039203/1039203-video-rrtv-1200-videolasopranaorizzontale.mp4,1.0,['Incidenti e problemi ambientali']
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039326/1039326-video-rrtv-1200-videoverticaledonnacoreana.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039334/1039334-video-rrtv-1200-valditara_cecchettin_incontro.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039380/1039380-video-rrtv-1200-241204_georgia.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039418/1039418-video-rrtv-1200-videonewyorkmmanhatta.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039425/1039425-video-rrtv-1200-241204_galimberti_borgna.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039432/1039432-video-rrtv-1200-clp_corea041224.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039547/1039547-video-rrtv-1200-le_pen_verticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/04/1039610/1039610-video-rrtv-1200-241204_esec_ny_02.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039690/1039690-video-rrtv-1200-videoparlamentobahamas.mp4,1.0,"['Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani', 'Discorsi d’Odio e Atti di Aggressione']"
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039699/1039699-video-rrtv-1200-0512franciaok.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039724/1039724-video-rrtv-1200-videoalberorockfeller.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039836/1039836-video-rrtv-1200-videolavrovverticale.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039863/1039863-video-rrtv-1200-anche_elly_schlein_al_funerale_d.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039896/1039896-video-rrtv-1200-051224_proteste_corea.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039891/1039891-video-rrtv-1200-crash_report.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039906/1039906-video-rrtv-1200-videogiornalistacoreaorizzontale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1040125/1040125-video-rrtv-1200-videomacronverticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1039779/1039779-video-rrtv-1200-videomareterraverticale.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/05/1040058/1040058-video-rrtv-1200-v3_prigione_hama.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040240/1040240-video-rrtv-1200-241206_sudcorea.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040245/1040245-video-rrtv-1200-2024_12_06t061549z_258185761_owv.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040311/1040311-video-rrtv-1200-videoesplosionerussia.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040321/1040321-video-rrtv-1200-palle_.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040354/1040354-video-rrtv-1200-2024_12_03t141341z_1_lwd37233011.mp4,1.0,['Incidenti e problemi ambientali']
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040375/1040375-video-rrtv-1200-videosiriaribelliwwww.mp4,1.0,"['Morte, Ferite o Conflitti Militari', 'Terrorismo']"
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040390/1040390-video-rrtv-1200-s20241206110529000.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040396/1040396-video-rrtv-1200-0612piantedosiok.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040417/1040417-video-rrtv-1200-videosiriastatuaverticale.mp4,1.0,"['Morte, Ferite o Conflitti Militari']"
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040415/1040415-video-rrtv-1200-2024_12_06t105244z_1_lov51800612.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040419/1040419-video-rrtv-1200-241206_cina_nave_vert.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040497/1040497-video-rrtv-1200-videoisraelemilitarisiria.mp4,1.0,"['Morte, Ferite o Conflitti Militari', 'Armi e Munizioni']"
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040543/1040543-video-rrtv-1200-whatsapp_video_2024_12_06_at_145.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040616/1040616-video-rrtv-1200-061224_timeline_ok.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040237/1040237-video-rrtv-1200-241206_cina_soffitto.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1040825/1040825-video-rrtv-1200-corea_inchino_yoon.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/06/1040641/1040641-video-rrtv-1200-061224_sequestro_moro.mp4,,"['Morte, Ferite o Conflitti Militari', 'Crimini e Atti Dannosi per gli Individui e la Società, Violazioni dei Diritti Umani', 'Terrorismo']"
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1040950/1040950-video-rrtv-1200-v3_polizia_albania.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1040970/1040970-video-rrtv-1200-incendio_olanda.mp4,1.0,['Incidenti e problemi ambientali']
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041026/1041026-video-rrtv-1200-2024_12_07t142431z_1_lwd54590712.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041025/1041025-video-rrtv-1200-241207_cerimonia.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041051/1041051-video-rrtv-1200-241207_statua.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041070/1041070-video-rrtv-1200-241207_siria_tajani.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041132/1041132-video-rrtv-1200-241207_notredame_campane.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041140/1041140-video-rrtv-1200-241207_notredame_vescovo.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041157/1041157-video-rrtv-1200-241207_notredame_vescovo_vert.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041165/1041165-video-rrtv-1200-2024_12_07t180807z_1_lwd55060712.mp4,,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041188/1041188-video-rrtv-1200-241207_musk_notredame.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/07/1041190/1041190-video-rrtv-1200-241207_vert_musk_notredame.mp4,0.0,[]
https://media.gedidigital.it/repubblicatv/file/2024/12/08/1041258/1041258-video-rrtv-1200-ssstwittercom_1733626782118.mp4,1.0,"['Morte, Ferite o Conflitti Militari']"
https://media.gedidigital.it/repubblicatv/file/2024/12/08/1041259/1041259-video-rrtv-1200-ssstwittercom_1733628730242.mp4,1.0,"['Morte, Ferite o Conflitti Militari']"
